24 cycles	 0.000024 seconds
40 cycles	 0.000040 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
41 cycles	 0.000040 seconds
41 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
40 cycles	 0.000042 seconds
40 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000042 seconds
40 cycles	 0.000042 seconds
40 cycles	 0.000042 seconds
40 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000042 seconds
40 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
42 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
41 cycles	 0.000042 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
42 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
41 cycles	 0.000042 seconds
40 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
41 cycles	 0.000041 seconds
40 cycles	 0.000041 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
40 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
40 cycles	 0.000041 seconds
42 cycles	 0.000041 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
40 cycles	 0.000042 seconds
42 cycles	 0.000041 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000041 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000041 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000041 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000041 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000043 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000043 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000043 seconds
41 cycles	 0.000043 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
41 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
42 cycles	 0.000042 seconds
41 cycles	 0.000042 seconds
41 cycles	 0.000043 seconds
43 cycles	 0.000046 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000044 seconds
47 cycles	 0.000053 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000042 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
47 cycles	 0.000051 seconds
54 cycles	 0.000053 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000045 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000044 seconds
42 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
43 cycles	 0.000044 seconds
44 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000045 seconds
42 cycles	 0.000044 seconds
43 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
44 cycles	 0.000044 seconds
43 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
43 cycles	 0.000044 seconds
42 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
44 cycles	 0.000044 seconds
45 cycles	 0.000045 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
42 cycles	 0.000044 seconds
42 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
44 cycles	 0.000044 seconds
42 cycles	 0.000044 seconds
43 cycles	 0.000043 seconds
43 cycles	 0.000043 seconds
43 cycles	 0.000044 seconds
44 cycles	 0.000044 seconds
42 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000043 seconds
43 cycles	 0.000044 seconds
44 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
44 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000045 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
44 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
44 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
44 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000045 seconds
49 cycles	 0.000055 seconds
45 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
43 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
43 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
43 cycles	 0.000045 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
43 cycles	 0.000044 seconds
44 cycles	 0.000044 seconds
45 cycles	 0.000044 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
43 cycles	 0.000045 seconds
43 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
43 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
43 cycles	 0.000045 seconds
44 cycles	 0.000044 seconds
45 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
43 cycles	 0.000045 seconds
44 cycles	 0.000044 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000044 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000044 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
44 cycles	 0.000044 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000046 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000046 seconds
44 cycles	 0.000045 seconds
46 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
46 cycles	 0.000047 seconds
45 cycles	 0.000046 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
46 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
46 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
45 cycles	 0.000046 seconds
44 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000045 seconds
46 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
44 cycles	 0.000046 seconds
45 cycles	 0.000045 seconds
45 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
44 cycles	 0.000045 seconds
45 cycles	 0.000046 seconds
44 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
44 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
45 cycles	 0.000045 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000047 seconds
46 cycles	 0.000046 seconds
45 cycles	 0.000047 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
46 cycles	 0.000047 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000047 seconds
46 cycles	 0.000046 seconds
47 cycles	 0.000046 seconds
45 cycles	 0.000047 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000047 seconds
46 cycles	 0.000046 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
45 cycles	 0.000047 seconds
46 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
47 cycles	 0.000046 seconds
47 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
45 cycles	 0.000047 seconds
45 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
47 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
46 cycles	 0.000046 seconds
47 cycles	 0.000046 seconds
45 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
45 cycles	 0.000047 seconds
47 cycles	 0.000046 seconds
47 cycles	 0.000046 seconds
45 cycles	 0.000046 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
45 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
46 cycles	 0.000046 seconds
45 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
45 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
47 cycles	 0.000046 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
46 cycles	 0.000048 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000048 seconds
47 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000048 seconds
46 cycles	 0.000048 seconds
47 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
48 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
48 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
48 cycles	 0.000047 seconds
47 cycles	 0.000047 seconds
46 cycles	 0.000047 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
46 cycles	 0.000048 seconds
48 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000049 seconds
54 cycles	 0.000059 seconds
47 cycles	 0.000049 seconds
47 cycles	 0.000048 seconds
48 cycles	 0.000049 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
48 cycles	 0.000048 seconds
46 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
46 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
48 cycles	 0.000048 seconds
48 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
48 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
48 cycles	 0.000049 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
48 cycles	 0.000048 seconds
48 cycles	 0.000048 seconds
48 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
48 cycles	 0.000048 seconds
48 cycles	 0.000048 seconds
49 cycles	 0.000049 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000049 seconds
47 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000049 seconds
47 cycles	 0.000049 seconds
48 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
47 cycles	 0.000048 seconds
48 cycles	 0.000048 seconds
49 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
47 cycles	 0.000049 seconds
47 cycles	 0.000049 seconds
47 cycles	 0.000049 seconds
49 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
47 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
49 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
47 cycles	 0.000049 seconds
48 cycles	 0.000048 seconds
48 cycles	 0.000048 seconds
49 cycles	 0.000048 seconds
49 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
47 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000048 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
47 cycles	 0.000049 seconds
48 cycles	 0.000048 seconds
47 cycles	 0.000049 seconds
49 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
49 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
47 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
49 cycles	 0.000049 seconds
49 cycles	 0.000049 seconds
49 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
49 cycles	 0.000050 seconds
48 cycles	 0.000050 seconds
49 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
49 cycles	 0.000049 seconds
49 cycles	 0.000050 seconds
50 cycles	 0.000050 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000050 seconds
48 cycles	 0.000049 seconds
49 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000050 seconds
48 cycles	 0.000050 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
49 cycles	 0.000050 seconds
50 cycles	 0.000050 seconds
50 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
48 cycles	 0.000049 seconds
48 cycles	 0.000049 seconds
52 cycles	 0.000052 seconds
50 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
48 cycles	 0.000050 seconds
48 cycles	 0.000050 seconds
50 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000049 seconds
49 cycles	 0.000049 seconds
49 cycles	 0.000049 seconds
48 cycles	 0.000050 seconds
50 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
48 cycles	 0.000049 seconds
49 cycles	 0.000049 seconds
49 cycles	 0.000050 seconds
48 cycles	 0.000050 seconds
50 cycles	 0.000050 seconds
50 cycles	 0.000050 seconds
49 cycles	 0.000049 seconds
49 cycles	 0.000050 seconds
48 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000049 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000049 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
50 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000049 seconds
50 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
50 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
49 cycles	 0.000050 seconds
50 cycles	 0.000050 seconds
50 cycles	 0.000050 seconds
